source_variable_id,source_id,survey,cycle,original_name,population_asked,variable_type,variable_label,answer_values_and_codes,missing_n,missing_pct,distinct_n,min,max,example,country_specific_notes,codebook_name,codebook_label,codebook_variable_type,codebook_remarks,codebook_match_status,source_document,source_sheet,dictionary_source_row,codebook_source_row,review_status
SRC-PARIS-C1-Q_AGSCTRUST,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_AGSCTRUST,ASK ALL,numeric,How strongly do you agree or disagree that the health care system can be trusted?,Not answered = -97; Multiple answers = -96; Strongly disagree = 1; Disagree = 2; Neither agree nor disagree = 3; Agree = 4; Strongly agree = 5; NA = 6,6286,7.64,5,1,5,4,,Q_AGSCTRUST,How strongly do you agree or disagree that the health care system can be trusted?,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,128,1223,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_GPPS48M,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_GPPS48m,ASK ALL,numeric,Who was the main person or people that filled in this questionnaire?,Not answered = -97; Multiple answers = -96; The person invited to complete the survey = 1; A friend or relative of the person invited to complete the survey = 2; Both the person invited to complete the survey and a friend or relative together = 3; The person invited to complete the survey with the help of a health care professional or care worker = 4; NA = 5,6309,7.67,4,1,4,4,,Q_GPPS48m,Who was the main person or people that filled in this questionnaire?,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,129,1233,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_GPPS5_99,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_GPPS5_99,ASK ALL,numeric,"As far as you know, which of the following online services does your primary care centre offer? - Don’t know/Refused",,78072,94.89,2,0,1,0,"Option only available in the US, removed from other countries' PUF",Q_GPPS5_99,"As far as you know, which of the following online services does your primary care centre offer? - Don’t know/Refused",,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,130,1242,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_1,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_1,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Face-to-face consultation in health professional's office,,78072,94.89,2,0,1,1,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_1,Which of the following best describes the type of care you received? - Face-to-face consultation in health professional's office,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,131,1247,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_2,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_2,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Telephone consultation,,78072,94.89,2,0,1,0,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_2,Which of the following best describes the type of care you received? - Telephone consultation,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,132,1251,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_3,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_3,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Video consultation,,78072,94.89,2,0,1,0,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_3,Which of the following best describes the type of care you received? - Video consultation,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,133,1255,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_4,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_4,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Home visit,,78072,94.89,2,0,1,0,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_4,Which of the following best describes the type of care you received? - Home visit,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,134,1259,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_5,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_5,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Other,,78072,94.89,2,0,1,0,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_5,Which of the following best describes the type of care you received? - Other,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,135,1263,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_OECDACC7C_6,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_OECDACC7c_6,ASK ALL,numeric,USA - Which of the following best describes the type of care you received? - Not sure,,78072,94.89,2,0,1,0,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",Q_OECDACC7c_6,Which of the following best describes the type of care you received? - Not sure,,"Country-specific question for US. The question was MULTIPLE (all that apply) in the US, but SINGLE in the other countries. The results of the US questions have been integrated in Q_OECDACC7c as if they were SINGLE choice. This question retains the original response",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,136,1267,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-TOTALCHRONIC,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,TotalChronic,ASK ALL,numeric,Number of chronic conditions - Including Q_CHRONCOND12-Other,,3140,3.82,12,0,11,5,Removed from Norway's and Luxembourg's PUF,TotalChronic,Number of chronic conditions - Including Q_CHRONCOND12-Other,Numeric,"Alternative to TotalChronic. It contains the total number of Chronic conditions, including ""other"" (Q_CHRONCOND12), but for this variable, respondents with 12 missing values on the questions on Chronic conditions (Q_CHRONCOND01-Q_CHRONCOND12) have been left out.",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,138,1277,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-GLOBAL01_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,GLOBAL01_dich,ASK ALL,numeric,Self-rated health dichotomised,"Poor or fair = 0; Good, very good or excellent = 1",305,0.37,2,0,1,0,,GLOBAL01_dich,Self-rated health dichotomised,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,139,1286,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-GENDERCAT2,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Gendercat2,ASK ALL,numeric,Gender in two categories,Female = 1; Male = 2,6249,7.6,2,1,2,2,,Gendercat2,Gender in two categories,Numeric,"Alternative to Gender. ""Other/prefer not to say"" set to missing",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,140,1291,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-Q_CWF119_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Q_CWF119_dich,ASK ALL,numeric,Rate medical care received in past 12 months from your primary care centre - dichotomised,"Poor or fair/Not sure = 0; Good, very good or excellent = 1",7168,8.7100000000000009,2,0,1,1,,Q_CWF119_dich,Rate medical care received in past 12 months from your primary care centre -dichotomised,Numeric,"Option 6 of Q_CWF119: ""Have not received medical care in the last 12 months"" is coded .b. Option 7 of Q_CWF119: ""Not sure"" is coded 0",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,141,1305,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-P3CEQ4_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,P3CEQ4_dich,ASK IF Q_CHRONCOND = 1 TO 12,numeric,Repeat information that should have been in your care records - dichotomised,"No, not really/Definitely not/Not sure = 0; Yes, to some extent/Definitely = 1",4406,5.36,2,0,1,0,,P3CEQ4_dich,Repeat information that should have been in your care records - dichotomised,Numeric,"Option 5 of Q_P3CEQ4: ""Not sure"" is coded 0",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,142,1310,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-P3CEQ10_DICH,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,P3CEQ10_dich,ASK IF Q_CHRONCOND = 1 TO 12,numeric,Confidence that you can manage your own health and wellbeing - dichotomised,Not confident at all/Somewhat confident = 0; Confident/Very confident = 1,2829,3.44,2,0,1,1,,P3CEQ10_dich,Confidence that you can manage your own health and wellbeing - dichotomised,Numeric,"Option 5 of Q_CONFIDENT_P3CEQ10: ""Not sure"" is coded 0",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,143,1315,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ1,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq1,ASK IF Q_CHRONCOND = 1 TO 12,numeric,RECODE of Q_P3CE_P3CEQ1 (Do you discuss with the health care professionals involved in your care what is most important for you in managing your own health and wellbeing?,,19892,24.18,4,0,3,3,,Rp3ceq1,RECODE of Q_P3CE_P3CEQ1 (Do you discuss with the health care professionals involved in your care what is most important for you in managing your own health and wellbeing?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,144,1320,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ2,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq2,ASK IF Q_CHRONCOND = 1 TO 12,numeric,RECODE of Q_P3CE_P3CEQ2 (Are you involved as much as you want to be in decisions about your care?,,20354,24.74,4,0,3,2,,Rp3ceq2,RECODE of Q_P3CE_P3CEQ2 (Are you involved as much as you want to be in decisions about your care?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,145,1326,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ3,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq3,ASK IF Q_CHRONCOND = 1 TO 12,numeric,RECODE of Q_P3CE_P3CEQ3 (Are you considered as a ‘whole person’ rather than just a disease/condition in relation to your care?,,21558,26.2,4,0,3,3,,Rp3ceq3,RECODE of Q_P3CE_P3CEQ3 (Are you considered as a ‘whole person’ rather than just a disease/condition in relation to your care?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,146,1332,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ4,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq4,ASK IF Q_CHRONCOND = 1 TO 12,numeric,RECODE of Q_P3CEQ4 (Were there times when you had to repeat information that that should have been in your care records?,"Yes, definitely/Not sure = 0; Yes, to some extent = 1; No, not really = 2; No, definitely not = 3",4406,5.36,4,0,3,0,,Rp3ceq4,RECODE of Q_P3CEQ4 (Were there times when you had to repeat information that that should have been in your care records?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,147,1338,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ5,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq5,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: Is your health care organised in a way that works for you?,"No, definitely not/Not sure = 0; No, not really = 1; Yes, to some extent = 2; Yes, definitely = 3",18068,21.96,4,0,3,3,,Rp3ceq5,recoded care coordination item: Is your health care organised in a way that works for you?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,148,1344,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ8,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq8,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: Do you have enough support from your health care professionals to help you to manage your own health and wellbeing?,I have had no support/Not relevant/Not sure = 0; I sometimes have enough support = 1; I often have enough support = 2; I do not need support/I always have enough support = 3,19182,23.31,4,0,3,3,,Rp3ceq8,recoded care coordination item: Do you have enough support from your health care professionals to help you to manage your own health and wellbeing?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,149,1350,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ9,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq9,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: To what extent do you receive useful information at the time you need it to help you manage your health and wellbeing?,I do not receive any information/Not relevant/Not sure = 0; I sometimes receive enough information = 1; I often receive enough information/I receive too much information = 2; I always receive enough information = 3,18876,22.94,4,0,3,1,,Rp3ceq9,recoded care coordination item: To what extent do you receive useful information at the time you need it to help you manage your health and wellbeing?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,150,1358,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ10,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq10,ASK IF Q_CHRONCOND = 1 TO 12,numeric,RECODE of Q_CONFIDENT_P3CEQ10 (How confident are you that you can manage your own health and wellbeing?,Not confident at all/Does not apply = 0; Somewhat confident = 1; Confident = 2; Very confident = 3,2756,3.35,4,0,3,2,,Rp3ceq10,RECODE of Q_CONFIDENT_P3CEQ10 (How confident are you that you can manage your own health and wellbeing?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,151,1366,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ6,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq6,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: Do you have a single professional who takes responsibility for coordinating your care across the services that you use?,No/I do not receive care from more than one service/Not sure = 0; Yes = 3,18125,22.03,2,0,3,3,,Rp3ceq6,recoded care coordination item: Do you have a single professional who takes responsibility for coordinating your care across the services that you use?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,152,1376,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ7A,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq7a,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: Do you have a care plan that takes into account all your health and wellbeing needs?,No/Not sure = 0; Yes = 3,18595,22.6,2,0,3,3,,Rp3ceq7a,recoded care coordination item: Do you have a care plan that takes into account all your health and wellbeing needs?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,153,1382,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ7B,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq7b,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: Is this care plan available to you?,No/Not sure = 0; Yes = 3,65488,79.599999999999994,2,0,3,3,,Rp3ceq7b,recoded care coordination item: Is this care plan available to you?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,154,1388,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ7C,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq7c,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: To what extent have you found your care plan useful for you to manage your health and wellbeing?,Not at all/Not sure = 0; To some extent = 1; To a large extent = 2; Completely = 3,65504,79.62,4,0,3,1,,Rp3ceq7c,recoded care coordination item: To what extent have you found your care plan useful for you to manage your health and wellbeing?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,155,1393,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RP3CEQ7D,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rp3ceq7d,ASK IF Q_CHRONCOND = 1 TO 12,numeric,recoded care coordination item: To what extent do all the professionals involved in your care appear to be following the same care plan?,Not at all/Not sure = 0; To some extent = 1; To a large extent = 2; Completely = 3,65605,79.739999999999995,4,0,3,1,,Rp3ceq7d,recoded care coordination item: To what extent do all the professionals involved in your care appear to be following the same care plan?,Numeric,Recoded item to construct P3CEQ scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,156,1401,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-P3CEQ_COORDINATION,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,P3CEQ_Coordination,ASK IF Q_CHRONCOND = 1 TO 12,numeric,P3CEQ Care coordination scale,,20340,24.72,59,0,15,12,,P3CEQ_Coordination,P3CEQ Care coordination scale,Numeric,"The scale score for experienced care coordination, constructed in accordance with the guidelines descibed in: Priya Sugavanam, Richard Byng & Helen Lloyd, The Person Centred Coordinated Care Experiences Questionnaire: P3CEQ, Plymouth University. The score is the sum of the recoded variables Rp3ceq5 Rp3ceq6 p3ceq7_tot Rp3ceq8 and Rp3ceq9 for cases with no missings on these items (p3ceqcc_miss2=0). (Original items are: P3CEQ5 P3CEQ6 P3CEQ7a 3CEQ7b P3CEQ7c P3CEQ7d P3CEQ8 and P3CEQ9.) The p3ceq7_tot variable is calculated, also according to the guidelines, by averaging the (non-missing) scores on Rp3ceq7a Rp3ceq7b Rp3ceq7c and Rp3ceq7d if Rp3ceq7a=yes. Values are 0 if Rp3ceq7a=no.",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,157,1409,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-P3CEQ_MISS3B,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,p3ceq_miss3b,ASK IF Q_CHRONCOND = 1 TO 12,numeric,Missings on recoded p3ceq(b) items,,0,0,11,0,10,0,,p3ceq_miss3b,Missings on recoded p3ceq(b) items,Numeric,Respondents with number of missing values on the items of the total P3CEQ scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,158,1412,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RQWHO5_A,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rqwho5_a,ASK ALL,numeric,"RECODE of QWHO5_A (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt cheerful and in good spirits)",0. At no time = 0; 1. Some of the time = 1; 2. Less than half of the time = 2; 3. More than half of the time = 3; 4. Most of the time = 4; 5. All of the time = 5,1341,1.63,6,0,5,4,,Rqwho5_a,"RECODE of QWHO5_A (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt cheerful and in good spirits)",Numeric,Recoded item to construct WHO5 scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,159,1415,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RQWHO5_B,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rqwho5_b,ASK ALL,numeric,"RECODE of QWHO5_B (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt calm and relaxed)",0. At no time = 0; 1. Some of the time = 1; 2. Less than half of the time = 2; 3. More than half of the time = 3; 4. Most of the time = 4; 5. All of the time = 5,1401,1.7,6,0,5,2,,Rqwho5_b,"RECODE of QWHO5_B (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt calm and relaxed)",Numeric,Recoded item to construct WHO5 scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,160,1424,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RQWHO5_C,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rqwho5_c,ASK ALL,numeric,"RECODE of QWHO5_C (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt active and vigorous)",0. At no time = 0; 1. Some of the time = 1; 2. Less than half of the time = 2; 3. More than half of the time = 3; 4. Most of the time = 4; 5. All of the time = 5,1470,1.79,6,0,5,2,,Rqwho5_c,"RECODE of QWHO5_C (For the next few questions, please think about how you have been feeling over the last two weeks: I have felt active and vigorous)",Numeric,Recoded item to construct WHO5 scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,161,1433,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RQWHO5_D,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rqwho5_d,ASK ALL,numeric,"RECODE of QWHO5_D (For the next few questions, please think about how you have been feeling over the last two weeks: My daily life has been filled with things that interest me)",0. At no time = 0; 1. Some of the time = 1; 2. Less than half of the time = 2; 3. More than half of the time = 3; 4. Most of the time = 4; 5. All of the time = 5,1726,2.1,6,0,5,4,,Rqwho5_d,"RECODE of QWHO5_D (For the next few questions, please think about how you have been feeling over the last two weeks: My daily life has been filled with things that interest me)",Numeric,Recoded item to construct WHO5 scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,162,1442,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RQWHO5_E,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rqwho5_e,ASK ALL,numeric,"RECODE of QWHO5_E (For the next few questions, please think about how you have been feeling over the last two weeks :I woke up feeling fresh and rested)",0. At no time = 0; 1. Some of the time = 1; 2. Less than half of the time = 2; 3. More than half of the time = 3; 4. Most of the time = 4; 5. All of the time = 5,1665,2.02,6,0,5,2,,Rqwho5_e,"RECODE of QWHO5_E (For the next few questions, please think about how you have been feeling over the last two weeks :I woke up feeling fresh and rested)",Numeric,Recoded item to construct WHO5 scale,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,163,1451,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-WHO5_TOT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,who5_tot,ASK ALL,numeric,WHO-5 wellbeing scale,,2272,2.76,26,0,100,56,,who5_tot,WHO-5 wellbeing scale,Numeric,"Scale is based on Rqwho5_a Rqwho5_b Rqwho5_c Rqwho5_d Rqwho5_e. Reverse coding of the original items QWHO5_A QWHO5_B QWHO5_C QWHO5_D and QWHO5_E. The recoded items are summed for cases with no missing values (qwho_miss=0) and multiplied by 4. See World Health Organization, The World Health Organization-Five Well-Being Index (WHO-5).",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,164,1461,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL03,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal03,ASK ALL,numeric,"recoded global03: In general, how would you rate your physical health?",1. Poor = 1; 2. Fair = 2; 3. Good = 3; 4. Very good = 4; 5. Excellent = 5,478,0.57999999999999996,5,1,5,1,,Rglobal03,"recoded global03: In general, how would you rate your physical health?",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,165,1463,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL06,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal06,ASK ALL,numeric,"recoded global06: To what extent are you able to carry out your everyday physical activities such as walking, climbing stairs, carrying groceries, or moving a chair?",1. Not at all = 1; 2. A little = 2; 3. Moderately = 3; 4. Mostly = 4; 5. Completely = 5,842,1.02,5,1,5,2,,Rglobal06,"recoded global06: To what extent are you able to carry out your everyday physical activities such as walking, climbing stairs, carrying groceries, or moving a chair?",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,166,1470,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL07R,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal07r,ASK ALL,numeric,"RECODE of Q_GLOBAL07R (In the past 7 days, how would you rate your pain on average?)",,1237,1.5,5,1,5,2,,Rglobal07r,"RECODE of Q_GLOBAL07R (In the past 7 days, how would you rate your pain on average?)",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,167,1477,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL08R,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal08r,ASK ALL,numeric,recoded global08r: How would you rate your fatigue on average?,1. Very severe = 1; 2. Severe = 2; 3. Moderate = 3; 4. Mild = 4; 5. None = 5,1054,1.28,5,1,5,2,,Rglobal08r,recoded global08r: How would you rate your fatigue on average?,Numeric,,MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,168,1483,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-PROMISPHYS_TOT,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,promisPhys_tot,ASK ALL,numeric,PROMIS Global Physical scale,,1651,2.0099999999999998,17,16.2000007629395,67.6999969482422,26.7000007629395,,promisPhys_tot,PROMIS Global Physical scale,Numeric,"Scale is based on Rglobal03 Rglobal06 Rglobal07r and Rglobal08r. Recoding of the original items q_global03 Q_GLOBAL06 Q_GLOBAL07R and Q_GLOBAL08R. The recoded items are summed for cases with no missing values (promisPhys_miss=0) and converted into t-scores according to GLOBAL HEALTH, A brief guide to the PROMIS© Global Health instruments, 2017.",MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,169,1491,EXTRACTED_UNREVIEWED
SRC-PARIS-C1-RGLOBAL02,PARIS-C1-PUF202605-CODEBOOK,PaRIS,1,Rglobal02,ASK ALL,numeric,"recoded global02: In general, would you say your quality of life is:",1. Poor = 1; 2. Fair = 2; 3. Good = 3; 4. Very good = 4; 5. Excellent = 5,398,0.48,5,1,5,3,,Rglobal02,"recoded global02: In general, would you say your quality of life is:",Numeric,Recoded item to construct PROMIS scale(s),MATCHED,paris-cycle1-puf-codebook-202605-v0.xlsx,PUF_DataDictionary,170,1493,EXTRACTED_UNREVIEWED
